date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-03-21,Idaho,639606.0,785375.0,394331.0,13.71,35.79,245010.0,22.07,43.95,17265.0,12776.0,7149.0,0.814
2021-03-22,Idaho,650437.0,785375.0,400267.0,14.0,36.4,250274.0,22.4,43.95,10831.0,12968.0,7257.0,0.828
2021-03-23,Idaho,656932.0,821195.0,403821.0,14.21,36.76,253930.0,22.6,45.95,6495.0,12979.0,7263.0,0.8
2021-03-24,Idaho,666389.0,848205.0,409788.0,14.42,37.29,257701.0,22.93,47.46,9457.0,14230.0,7963.0,0.786
2021-03-25,Idaho,678747.0,863505.0,418189.0,14.66,37.98,262073.0,23.4,48.32,12358.0,13179.0,7375.0,0.786
2021-03-26,Idaho,694887.0,871825.0,428376.0,14.99,38.88,267877.0,23.97,48.79,16140.0,13121.0,7342.0,0.797
2021-03-27,Idaho,710876.0,910095.0,439001.0,15.34,39.78,274190.0,24.57,50.93,15989.0,12648.0,7078.0,0.781
2021-03-28,Idaho,728042.0,910095.0,448334.0,15.79,40.74,282222.0,25.09,50.93,17166.0,12634.0,7070.0,0.8
2021-03-29,Idaho,736941.0,910095.0,452828.0,16.05,41.24,286879.0,25.34,50.93,8899.0,12358.0,6915.0,0.81
2021-03-30,Idaho,740943.0,942735.0,454535.0,16.19,41.46,289287.0,25.43,52.75,4002.0,12002.0,6716.0,0.786
2021-03-31,Idaho,752364.0,948735.0,460710.0,16.46,42.1,294187.0,25.78,53.09,11421.0,12282.0,6873.0,0.793
2021-04-01,Idaho,766703.0,977045.0,469042.0,16.8,42.9,300140.0,26.25,54.67,14339.0,12565.0,7031.0,0.785
2021-04-02,Idaho,782576.0,1017485.0,477729.0,17.21,43.79,307549.0,26.73,56.94,15873.0,12527.0,7010.0,0.769
2021-04-03,Idaho,799887.0,1027045.0,487864.0,17.63,44.76,315017.0,27.3,57.47,17311.0,12716.0,7116.0,0.779
2021-04-04,Idaho,817221.0,1027045.0,499344.0,18.02,45.73,322082.0,27.94,57.47,17334.0,12740.0,7129.0,0.796
2021-04-05,Idaho,826653.0,1027045.0,504809.0,18.29,46.26,326938.0,28.25,57.47,9432.0,12816.0,7172.0,0.805
2021-04-06,Idaho,828816.0,1087245.0,505495.0,18.37,46.38,328309.0,28.29,60.84,2163.0,12553.0,7024.0,0.762
2021-04-07,Idaho,842030.0,1095115.0,511775.0,18.79,47.12,335812.0,28.64,61.28,13214.0,12809.0,7168.0,0.769
2021-04-08,Idaho,855028.0,1117825.0,517824.0,19.21,47.85,343296.0,28.98,62.55,12998.0,12618.0,7061.0,0.765
2021-04-09,Idaho,873222.0,1149805.0,528480.0,19.71,48.86,352163.0,29.57,64.34,18194.0,12949.0,7246.0,0.759
2021-04-10,Idaho,889862.0,1165795.0,537311.0,20.26,49.79,362093.0,30.07,65.24,16640.0,12854.0,7193.0,0.763
2021-04-11,Idaho,909981.0,1165795.0,548331.0,20.88,50.92,373212.0,30.68,65.24,20119.0,13251.0,7415.0,0.781
2021-04-12,Idaho,920374.0,1165795.0,553741.0,21.25,51.5,379753.0,30.99,65.24,10393.0,13389.0,7492.0,0.789
2021-04-13,Idaho,924998.0,1199895.0,556253.0,21.4,51.76,382381.0,31.13,67.14,4624.0,13740.0,7689.0,0.771
2021-04-14,Idaho,917256.0,1214365.0,552313.0,21.15,51.33,378008.0,30.91,67.95,-7742.0,10747.0,6014.0,0.755
2021-04-15,Idaho,929172.0,1226365.0,556985.0,21.57,51.99,385531.0,31.17,68.62,11916.0,10592.0,5927.0,0.758
2021-04-16,Idaho,944361.0,1240315.0,563126.0,22.08,52.84,394528.0,31.51,69.41,15189.0,10163.0,5687.0,0.761
2021-04-17,Idaho,959118.0,1283065.0,567527.0,22.64,53.67,404583.0,31.76,71.8,14757.0,9894.0,5536.0,0.748
2021-04-18,Idaho,974591.0,1283065.0,572799.0,23.19,54.54,414466.0,32.05,71.8,15473.0,9230.0,5165.0,0.76
2021-04-19,Idaho,981273.0,1283065.0,575492.0,23.42,54.91,418474.0,32.2,71.8,6682.0,8700.0,4868.0,0.765
2021-04-20,Idaho,984868.0,1327455.0,576960.0,23.54,55.11,420663.0,32.29,74.28,3595.0,8553.0,4786.0,0.742
2021-04-21,Idaho,994195.0,1345955.0,580512.0,23.85,55.63,426149.0,32.48,75.32,9327.0,10991.0,6150.0,0.739
2021-04-22,Idaho,1004155.0,1350455.0,583492.0,24.23,56.19,433065.0,32.65,75.57,9960.0,10712.0,5994.0,0.744
2021-04-23,Idaho,1017413.0,1373415.0,587763.0,24.7,56.93,441364.0,32.89,76.85,13258.0,10436.0,5840.0,0.741
2021-04-24,Idaho,1029611.0,1386985.0,591197.0,25.18,57.61,449914.0,33.08,77.61,12198.0,10070.0,5635.0,0.742
2021-04-25,Idaho,1043295.0,1386985.0,595128.0,25.73,58.38,459853.0,33.3,77.61,13684.0,9815.0,5492.0,0.752
2021-04-26,Idaho,1048785.0,1386985.0,596746.0,25.96,58.69,463848.0,33.39,77.61,5490.0,9645.0,5397.0,0.756
2021-04-27,Idaho,1051044.0,1399745.0,597725.0,26.03,58.81,465169.0,33.45,78.33,2259.0,9454.0,5290.0,0.751
2021-04-28,Idaho,1058965.0,1405215.0,600385.0,26.32,59.26,470312.0,33.6,78.63,7921.0,9253.0,5178.0,0.754
2021-04-29,Idaho,1066942.0,1419415.0,602930.0,26.62,59.7,475681.0,33.74,79.43,7977.0,8970.0,5019.0,0.752
2021-04-30,Idaho,1076561.0,1421185.0,605950.0,26.99,60.24,482267.0,33.91,79.53,9619.0,8450.0,4728.0,0.758
2021-05-01,Idaho,1087190.0,1437665.0,610267.0,27.35,60.84,488810.0,34.15,80.45,10629.0,8226.0,4603.0,0.756
2021-05-02,Idaho,1098931.0,1437665.0,613081.0,27.86,61.49,497882.0,34.31,80.45,11741.0,7948.0,4448.0,0.764
2021-05-03,Idaho,1101401.0,1437665.0,613819.0,27.96,61.63,499730.0,34.35,80.45,2470.0,7517.0,4206.0,0.766
2021-05-04,Idaho,1102927.0,1453795.0,614283.0,28.03,61.72,500882.0,34.37,81.35,1526.0,7412.0,4148.0,0.759
2021-05-05,Idaho,1108625.0,1455395.0,617604.0,28.17,62.04,503359.0,34.56,81.44,5698.0,7094.0,3970.0,0.762
2021-05-06,Idaho,1116681.0,1470715.0,620577.0,28.46,62.49,508582.0,34.73,82.3,8056.0,7106.0,3976.0,0.759
2021-05-07,Idaho,1125117.0,1488765.0,623037.0,28.79,62.96,514436.0,34.86,83.31,8436.0,6937.0,3882.0,0.756
2021-05-08,Idaho,1132242.0,1490225.0,625950.0,29.04,63.36,518882.0,35.03,83.39,7125.0,6436.0,3601.0,0.76
2021-05-09,Idaho,1132383.0,1490225.0,626090.0,29.05,63.37,519112.0,35.03,83.39,141.0,4779.0,2674.0,0.76
2021-05-10,Idaho,1132419.0,1490225.0,626210.0,29.06,63.37,519255.0,35.04,83.39,36.0,4431.0,2479.0,0.76
2021-05-11,Idaho,1150182.0,1513055.0,631872.0,29.77,64.36,532092.0,35.36,84.67,17763.0,6751.0,3778.0,0.76
2021-05-12,Idaho,1154850.0,1514565.0,633792.0,29.94,64.62,534981.0,35.47,84.75,4668.0,6604.0,3695.0,0.762
2021-01-12,Illinois,347005.0,903100.0,284035.0,0.5,2.74,62757.0,2.24,7.13,,,,0.384
2021-01-13,Illinois,365859.0,920225.0,291445.0,0.59,2.89,74186.0,2.3,7.26,18854.0,18854.0,1488.0,0.398
2021-01-14,Illinois,403666.0,958125.0,316876.0,,3.19,,2.5,7.56,37807.0,28330.0,2236.0,0.421
2021-01-15,Illinois,437765.0,1011225.0,341518.0,0.72,3.45,91248.0,2.7,7.98,34099.0,30253.0,2387.0,0.433
2021-01-16,Illinois,,,,,,,,,21874.0,28158.0,2222.0,
2021-01-17,Illinois,,,,,,,,,21874.0,26902.0,2123.0,
2021-01-18,Illinois,,,,,,,,,21874.0,26064.0,2057.0,
2021-01-19,Illinois,525261.0,1011225.0,414362.0,0.82,4.15,104533.0,3.27,7.98,21874.0,25465.0,2010.0,0.519
2021-01-20,Illinois,539926.0,1094000.0,425824.0,0.85,4.26,107651.0,3.36,8.63,14665.0,24867.0,1962.0,0.494
2021-01-21,Illinois,570527.0,1173325.0,452010.0,0.88,4.5,111933.0,3.57,9.26,30601.0,23837.0,1881.0,0.486
2021-01-22,Illinois,607502.0,1209300.0,479848.0,0.95,4.79,120754.0,3.79,9.54,36975.0,24248.0,1914.0,0.502
2021-01-23,Illinois,654752.0,1417250.0,518779.0,1.02,5.17,128907.0,4.09,11.18,47250.0,27873.0,2200.0,0.462
2021-01-24,Illinois,699072.0,1417250.0,556517.0,1.07,5.52,135330.0,4.39,11.18,44320.0,31080.0,2453.0,0.493
2021-01-25,Illinois,723203.0,1417250.0,578406.0,1.08,5.71,137465.0,4.56,11.18,24131.0,31402.0,2478.0,0.51
2021-01-26,Illinois,737989.0,1548950.0,590212.0,1.11,5.82,140394.0,4.66,12.22,14786.0,30390.0,2398.0,0.476
2021-01-27,Illinois,766659.0,1591000.0,611024.0,1.17,6.05,147925.0,4.82,12.56,28670.0,32390.0,2556.0,0.482
2021-01-28,Illinois,823325.0,1631775.0,643555.0,1.28,6.5,162086.0,5.08,12.88,56666.0,36114.0,2850.0,0.505
2021-01-29,Illinois,884502.0,1658725.0,685529.0,1.43,6.98,181063.0,5.41,13.09,61177.0,39571.0,3123.0,0.533
2021-01-30,Illinois,948804.0,1696575.0,733006.0,1.56,7.49,197643.0,5.78,13.39,64302.0,42007.0,3315.0,0.559
2021-01-31,Illinois,1011454.0,1696575.0,781536.0,1.67,7.98,211528.0,6.17,13.39,62650.0,44626.0,3522.0,0.596
2021-02-01,Illinois,1054814.0,1696575.0,817253.0,1.73,8.32,219095.0,6.45,13.39,43360.0,47373.0,3738.0,0.622
2021-02-02,Illinois,1073076.0,1859850.0,831556.0,1.76,8.47,223026.0,6.56,14.68,18262.0,47870.0,3778.0,0.577
2021-02-03,Illinois,1108571.0,1986725.0,859076.0,1.82,8.75,230850.0,6.78,15.68,35495.0,48845.0,3855.0,0.558
2021-02-04,Illinois,1178369.0,2053325.0,905981.0,1.96,9.3,247763.0,7.15,16.2,69798.0,50721.0,4003.0,0.574
2021-02-05,Illinois,1247521.0,2089050.0,962345.0,2.05,9.84,260248.0,7.59,16.49,69152.0,51860.0,4093.0,0.597
2021-02-06,Illinois,1329963.0,2089050.0,1028487.0,2.17,10.5,275276.0,8.12,16.49,82442.0,54451.0,4297.0,0.637
2021-02-07,Illinois,1401585.0,2089050.0,1086599.0,2.28,11.06,288458.0,8.57,16.49,71622.0,55733.0,4398.0,0.671
2021-02-08,Illinois,1457693.0,2089050.0,1131846.0,2.36,11.5,299201.0,8.93,16.49,56108.0,57554.0,4542.0,0.698
2021-02-09,Illinois,1477780.0,2207200.0,1148175.0,2.39,11.66,302923.0,9.06,17.42,20087.0,57815.0,4562.0,0.67
2021-02-10,Illinois,1539781.0,2327100.0,1198096.0,2.48,12.15,314687.0,9.45,18.36,62001.0,61601.0,4861.0,0.662
2021-02-11,Illinois,1604830.0,2455500.0,1243706.0,2.61,12.66,330108.0,9.81,19.38,65049.0,60923.0,4808.0,0.654
2021-02-12,Illinois,1674988.0,2481075.0,1294565.0,2.75,13.22,348826.0,10.22,19.58,70158.0,61067.0,4819.0,0.675
2021-02-13,Illinois,1772568.0,2561800.0,1364527.0,2.97,13.99,375992.0,10.77,20.22,97580.0,63229.0,4990.0,0.692
2021-02-14,Illinois,1854228.0,2566675.0,1421577.0,3.16,14.63,400340.0,11.22,20.25,81660.0,64663.0,5103.0,0.722
2021-02-15,Illinois,,,,,,,,,50077.0,63802.0,5035.0,
2021-02-16,Illinois,1954382.0,2661550.0,1498639.0,3.34,15.42,422981.0,11.83,21.0,50077.0,68086.0,5373.0,0.734
2021-02-17,Illinois,1996099.0,2694700.0,1531557.0,3.4,15.75,431310.0,12.09,21.27,41717.0,65188.0,5144.0,0.741
2021-02-18,Illinois,2037388.0,2706400.0,1557154.0,3.52,16.08,446598.0,12.29,21.36,41289.0,61794.0,4876.0,0.753
2021-02-19,Illinois,2174539.0,2883925.0,1647720.0,3.89,17.16,492551.0,13.0,22.76,137151.0,71364.0,5632.0,0.754
2021-02-20,Illinois,2261482.0,2924725.0,1697843.0,4.16,17.85,527382.0,13.4,23.08,86943.0,69845.0,5512.0,0.773
2021-02-21,Illinois,2339546.0,2924925.0,1742360.0,4.42,18.46,560403.0,13.75,23.08,78064.0,69331.0,5471.0,0.8
2021-02-22,Illinois,2354395.0,2924925.0,1766364.0,4.56,18.58,578393.0,13.94,23.08,14849.0,64299.0,5074.0,0.805
2021-02-23,Illinois,2416034.0,3005345.0,1802372.0,4.76,19.07,602595.0,14.22,23.72,61639.0,65950.0,5204.0,0.804
2021-02-24,Illinois,2461385.0,3327065.0,1826927.0,4.92,19.42,623117.0,14.42,26.26,45351.0,66469.0,5245.0,0.74
2021-02-25,Illinois,2519447.0,3499685.0,1855962.0,5.15,19.88,652316.0,14.65,27.62,58062.0,68866.0,5435.0,0.72
2021-02-26,Illinois,2639826.0,3557335.0,1923246.0,5.55,20.83,703902.0,15.18,28.07,120379.0,66470.0,5245.0,0.742
2021-02-27,Illinois,2735250.0,3575135.0,1964466.0,5.98,21.59,757754.0,15.5,28.21,95424.0,67681.0,5341.0,0.765
2021-02-28,Illinois,2824209.0,3575135.0,2004662.0,6.36,22.29,806078.0,15.82,28.21,88959.0,69238.0,5464.0,0.79
2021-03-01,Illinois,2906555.0,3575135.0,2045444.0,6.69,22.94,847352.0,16.14,28.21,82346.0,78880.0,6225.0,0.813
2021-03-02,Illinois,2958947.0,3722705.0,2076864.0,6.85,23.35,867812.0,16.39,29.38,52392.0,77559.0,6121.0,0.795
2021-03-03,Illinois,3022385.0,3925545.0,2110030.0,7.09,23.85,897827.0,16.65,30.98,63438.0,80143.0,6325.0,0.77
2021-03-04,Illinois,3107699.0,4093855.0,2153991.0,7.41,24.52,939034.0,17.0,32.31,85314.0,84036.0,6632.0,0.759
2021-03-05,Illinois,3204414.0,4334465.0,2204820.0,7.77,25.29,984808.0,17.4,34.21,96715.0,80655.0,6365.0,0.739
2021-03-06,Illinois,3341021.0,4378835.0,2275017.0,8.29,26.37,1050701.0,17.95,34.56,136607.0,86539.0,6829.0,0.763
2021-03-07,Illinois,3473676.0,4378835.0,2346663.0,8.75,27.41,1109123.0,18.52,34.56,132655.0,92781.0,7322.0,0.793
2021-03-08,Illinois,3571808.0,4378835.0,2398497.0,9.11,28.19,1153941.0,18.93,34.56,98132.0,95036.0,7500.0,0.816
2021-03-09,Illinois,3601065.0,4715845.0,2414809.0,9.21,28.42,1166993.0,19.06,37.22,29257.0,91731.0,7239.0,0.764
2021-03-10,Illinois,3672596.0,4863485.0,2452227.0,9.48,28.98,1200821.0,19.35,38.38,71531.0,92887.0,7330.0,0.755
2021-03-11,Illinois,3777731.0,5031335.0,2512334.0,9.83,29.81,1245707.0,19.83,39.7,105135.0,95719.0,7554.0,0.751
2021-03-12,Illinois,3925271.0,5044435.0,2603710.0,10.5,30.98,1329918.0,20.55,39.81,147540.0,102980.0,8127.0,0.778
2021-03-13,Illinois,4197357.0,5167015.0,2754782.0,11.54,33.12,1461858.0,21.74,40.78,272086.0,122334.0,9654.0,0.812
2021-03-14,Illinois,4197470.0,5167015.0,2755219.0,11.54,33.12,1462024.0,21.74,40.78,113.0,103399.0,8160.0,0.812
2021-03-15,Illinois,4297923.0,5167015.0,2812496.0,11.9,33.92,1508375.0,22.19,40.78,100453.0,103731.0,8186.0,0.832
2021-03-16,Illinois,4379055.0,5531315.0,2856270.0,12.24,34.56,1551538.0,22.54,43.65,81132.0,111141.0,8771.0,0.792
2021-03-17,Illinois,4469795.0,5664615.0,2909272.0,12.57,35.27,1592976.0,22.96,44.7,90740.0,113886.0,8987.0,0.789
2021-03-18,Illinois,4584510.0,5739945.0,2983268.0,12.92,36.18,1637747.0,23.54,45.3,114715.0,115254.0,9095.0,0.799
2021-03-19,Illinois,4683361.0,5818585.0,3044878.0,13.24,36.96,1678369.0,24.03,45.92,98851.0,108299.0,8546.0,0.805
2021-03-20,Illinois,4826260.0,5909425.0,3147727.0,13.6,38.09,1723407.0,24.84,46.63,142899.0,89843.0,7090.0,0.817
2021-03-21,Illinois,4960792.0,5909425.0,3241285.0,13.95,39.15,1768206.0,25.58,46.63,134532.0,109046.0,8605.0,0.839
2021-03-22,Illinois,5051382.0,5909425.0,3307733.0,14.19,39.86,1797959.0,26.1,46.63,90590.0,107637.0,8494.0,0.855
2021-03-23,Illinois,5096694.0,6373315.0,3340960.0,14.32,40.22,1814376.0,26.37,50.3,45312.0,102520.0,8090.0,0.8
2021-03-24,Illinois,5177472.0,6452075.0,3399403.0,14.52,40.86,1840517.0,26.83,50.92,80778.0,101097.0,7978.0,0.802
2021-03-25,Illinois,5287852.0,6697605.0,3481498.0,14.77,41.73,1872114.0,27.47,52.85,110380.0,100477.0,7929.0,0.79
2021-03-26,Illinois,5412272.0,6752455.0,3576707.0,15.04,42.71,1905926.0,28.23,53.29,124420.0,104130.0,8217.0,0.802
2021-03-27,Illinois,5542211.0,6883535.0,3671282.0,15.35,43.74,1945476.0,28.97,54.32,129939.0,102279.0,8071.0,0.805
2021-03-28,Illinois,5682011.0,6883535.0,3763201.0,15.76,44.84,1996988.0,29.7,54.32,139800.0,103031.0,8131.0,0.825
2021-03-29,Illinois,5793846.0,6883535.0,3832086.0,16.12,45.72,2042458.0,30.24,54.32,111835.0,106066.0,8370.0,0.842
2021-03-30,Illinois,5843688.0,7256585.0,3865951.0,16.26,46.12,2060967.0,30.51,57.27,49842.0,106713.0,8421.0,0.805
2021-03-31,Illinois,5932882.0,7493325.0,3930026.0,16.49,46.82,2089452.0,31.01,59.13,89194.0,107916.0,8516.0,0.792
2021-04-01,Illinois,6073419.0,7770165.0,4024047.0,16.89,47.93,2140575.0,31.76,61.32,140537.0,112224.0,8856.0,0.782
2021-04-02,Illinois,6192219.0,7975455.0,4108995.0,17.24,48.87,2184228.0,32.43,62.94,118800.0,111421.0,8793.0,0.776
2021-04-03,Illinois,6340870.0,8021745.0,4207838.0,17.7,50.04,2243105.0,33.21,63.3,148651.0,114094.0,9004.0,0.79
2021-04-04,Illinois,6488477.0,8021745.0,4303924.0,18.16,51.2,2301352.0,33.96,63.3,147607.0,115209.0,9092.0,0.809
2021-04-05,Illinois,6592898.0,8021745.0,4370004.0,18.52,52.03,2346220.0,34.49,63.3,104421.0,114150.0,9008.0,0.822
2021-04-06,Illinois,6627939.0,8320075.0,4385209.0,18.61,52.3,2357970.0,34.61,65.66,35041.0,112036.0,8841.0,0.797
2021-04-07,Illinois,6725817.0,8687945.0,4441728.0,18.94,53.08,2400675.0,35.05,68.56,97878.0,113276.0,8939.0,0.774
2021-04-08,Illinois,6860904.0,8911325.0,4529802.0,19.48,54.14,2469095.0,35.75,70.32,135087.0,112498.0,8878.0,0.77
2021-04-09,Illinois,7017850.0,9110565.0,4632713.0,20.08,55.38,2544950.0,36.56,71.9,156946.0,117947.0,9308.0,0.77
2021-04-10,Illinois,7185009.0,9270385.0,4732641.0,20.83,56.7,2638915.0,37.35,73.16,167159.0,120591.0,9516.0,0.775
2021-04-11,Illinois,7363280.0,9270385.0,4826744.0,21.68,58.11,2747814.0,38.09,73.16,178271.0,124972.0,9862.0,0.794
2021-04-12,Illinois,7495849.0,9270385.0,4910956.0,22.27,59.15,2821990.0,38.75,73.16,132569.0,128993.0,10180.0,0.809
2021-04-13,Illinois,7626668.0,9622455.0,4951552.0,22.56,60.19,2858827.0,39.08,75.94,130819.0,142676.0,11259.0,0.793
2021-04-14,Illinois,7582133.0,9692575.0,4964094.0,22.69,59.83,2875073.0,39.17,76.49,-44535.0,122331.0,9654.0,0.782
2021-04-15,Illinois,7723702.0,9951575.0,5041287.0,23.26,60.95,2948062.0,39.78,78.53,141569.0,123257.0,9727.0,0.776
2021-04-16,Illinois,7855924.0,10093045.0,5114175.0,23.77,62.0,3012658.0,40.36,79.65,132222.0,119725.0,9448.0,0.778
2021-04-17,Illinois,8027611.0,10246165.0,5203597.0,24.45,63.35,3097689.0,41.06,80.86,171687.0,120372.0,9499.0,0.783
2021-04-18,Illinois,8189755.0,10246165.0,5284445.0,25.12,64.63,3183082.0,41.7,80.86,162144.0,118068.0,9317.0,0.799
2021-04-19,Illinois,8306266.0,10246165.0,5345138.0,25.58,65.55,3241860.0,42.18,80.86,116511.0,115774.0,9136.0,0.811
2021-04-20,Illinois,8371979.0,10494045.0,5378495.0,25.85,66.07,3275474.0,42.44,82.81,65713.0,106473.0,8402.0,0.798
2021-04-21,Illinois,8455483.0,10713065.0,5414331.0,26.24,66.73,3324660.0,42.73,84.54,83504.0,124764.0,9846.0,0.789
2021-04-22,Illinois,8606345.0,10936675.0,5486321.0,26.86,67.92,3403952.0,43.3,86.31,150862.0,126092.0,9951.0,0.787
2021-04-23,Illinois,8741918.0,11157935.0,5551826.0,27.42,68.99,3475056.0,43.81,88.05,135573.0,126571.0,9988.0,0.783
2021-04-24,Illinois,8880236.0,11286585.0,5618182.0,28.0,70.08,3548134.0,44.34,89.07,138318.0,121804.0,9612.0,0.787
2021-04-25,Illinois,9011738.0,11286585.0,5679905.0,28.56,71.12,3619026.0,44.82,89.07,131502.0,117426.0,9267.0,0.798
2021-04-26,Illinois,9093034.0,11286585.0,5716080.0,28.92,71.76,3665234.0,45.11,89.07,81296.0,112395.0,8870.0,0.806
2021-04-27,Illinois,9143971.0,11525575.0,5747399.0,29.09,72.16,3685636.0,45.36,90.95,50937.0,110285.0,8703.0,0.793
2021-04-28,Illinois,9227089.0,11699875.0,5788236.0,29.42,72.82,3728480.0,45.68,92.33,83118.0,110229.0,8699.0,0.789
2021-04-29,Illinois,9335649.0,11924315.0,5836316.0,29.91,73.67,3790076.0,46.06,94.1,108560.0,104186.0,8222.0,0.783
2021-04-30,Illinois,9445420.0,12065595.0,5883255.0,30.43,74.54,3855677.0,46.43,95.22,109771.0,100500.0,7931.0,0.783
2021-05-01,Illinois,9551269.0,12180665.0,5939733.0,30.85,75.37,3908928.0,46.87,96.12,105849.0,95862.0,7565.0,0.784
2021-05-02,Illinois,9642236.0,12180665.0,5980404.0,31.27,76.09,3962710.0,47.19,96.12,90967.0,90071.0,7108.0,0.792
2021-05-03,Illinois,9687975.0,12180665.0,6002941.0,31.48,76.45,3988677.0,47.37,96.12,45739.0,84992.0,6707.0,0.795
2021-05-04,Illinois,9705012.0,12360865.0,6012435.0,31.55,76.59,3998074.0,47.45,97.55,17037.0,80149.0,6325.0,0.785
2021-05-05,Illinois,9748918.0,12470715.0,6031482.0,31.77,76.93,4025554.0,47.6,98.41,43906.0,74547.0,5883.0,0.782
2021-05-06,Illinois,9859955.0,12645065.0,6073821.0,32.34,77.81,4097876.0,47.93,99.79,111037.0,74901.0,5911.0,0.78
2021-05-07,Illinois,9961799.0,12784035.0,6112154.0,32.88,78.61,4166511.0,48.23,100.89,101844.0,73768.0,5821.0,0.779
2021-05-08,Illinois,10036784.0,12855545.0,6144296.0,33.26,79.21,4214851.0,48.49,101.45,74985.0,69359.0,5473.0,0.781
2021-05-09,Illinois,10146731.0,12855545.0,6184414.0,33.84,80.07,4287939.0,48.8,101.45,109947.0,72071.0,5688.0,0.789
2021-05-10,Illinois,10228284.0,12855545.0,6220006.0,34.24,80.72,4338243.0,49.09,101.45,81553.0,77187.0,6091.0,0.796
2021-05-11,Illinois,10298929.0,12960975.0,6251125.0,34.59,81.27,4382645.0,49.33,102.28,70645.0,84845.0,6696.0,0.795
2021-05-12,Illinois,10359133.0,12997565.0,6276591.0,34.89,81.75,4420751.0,49.53,102.57,60204.0,87174.0,6879.0,0.797
2021-01-12,Indian Health Svc,68387.0,224425.0,16105.0,,,236.0,,,,,,0.305
2021-01-13,Indian Health Svc,74462.0,290900.0,17240.0,,,323.0,,,6075.0,6075.0,,0.256
2021-01-14,Indian Health Svc,81726.0,291800.0,69313.0,,,,,,7264.0,6670.0,,0.28
2021-01-15,Indian Health Svc,90245.0,292700.0,77309.0,,,12730.0,,,8519.0,7286.0,,0.308
2021-01-16,Indian Health Svc,,,,,,,,,3473.75,6333.0,,
2021-01-17,Indian Health Svc,,,,,,,,,3473.75,5761.0,,
2021-01-18,Indian Health Svc,,,,,,,,,3473.75,5380.0,,
2021-01-19,Indian Health Svc,104140.0,292700.0,90329.0,,,13348.0,,,3473.75,5108.0,,0.356
2021-01-20,Indian Health Svc,108975.0,315325.0,93635.0,,,14874.0,,,4835.0,4930.0,,0.346
2021-01-21,Indian Health Svc,117297.0,323600.0,99004.0,,,17778.0,,,8322.0,5082.0,,0.362
2021-01-22,Indian Health Svc,123534.0,355475.0,103912.0,,,18985.0,,,6237.0,4756.0,,0.348
2021-01-23,Indian Health Svc,143678.0,357850.0,120761.0,,,21677.0,,,20144.0,7137.0,,0.402
2021-01-24,Indian Health Svc,153784.0,357850.0,128843.0,,,23643.0,,,10106.0,8084.0,,0.43
2021-01-25,Indian Health Svc,155529.0,357850.0,130085.0,,,24145.0,,,1745.0,7838.0,,0.435
2021-01-26,Indian Health Svc,158282.0,357950.0,131481.0,,,25502.0,,,2753.0,7735.0,,0.442
2021-01-27,Indian Health Svc,165764.0,386400.0,135456.0,,,28995.0,,,7482.0,8113.0,,0.429
2021-01-28,Indian Health Svc,180226.0,406525.0,144908.0,,,33645.0,,,14462.0,8990.0,,0.443
2021-01-29,Indian Health Svc,191109.0,423400.0,152563.0,,,36548.0,,,10883.0,9654.0,,0.451
2021-01-30,Indian Health Svc,194962.0,423600.0,155066.0,,,37890.0,,,3853.0,7326.0,,0.46
2021-01-31,Indian Health Svc,209747.0,423600.0,165493.0,,,40602.0,,,14785.0,7995.0,,0.495
2021-02-01,Indian Health Svc,210664.0,423600.0,166090.0,,,40917.0,,,917.0,7876.0,,0.497
2021-02-02,Indian Health Svc,214183.0,440900.0,168022.0,,,42503.0,,,3519.0,7986.0,,0.486
2021-02-03,Indian Health Svc,224095.0,461000.0,174664.0,,,45751.0,,,9912.0,8333.0,,0.486
2021-02-04,Indian Health Svc,238594.0,477275.0,182111.0,,,52748.0,,,14499.0,8338.0,,0.5
2021-02-05,Indian Health Svc,244323.0,492875.0,185622.0,,,54966.0,,,5729.0,7602.0,,0.496
2021-02-06,Indian Health Svc,276062.0,492875.0,204056.0,,,67885.0,,,31739.0,11586.0,,0.56
2021-02-07,Indian Health Svc,282039.0,492875.0,208409.0,,,69477.0,,,5977.0,10327.0,,0.572
2021-02-08,Indian Health Svc,291338.0,492875.0,214822.0,,,72334.0,,,9299.0,11525.0,,0.591
2021-02-09,Indian Health Svc,297375.0,492875.0,219484.0,,,73708.0,,,6037.0,11885.0,,0.603
2021-02-10,Indian Health Svc,306717.0,662850.0,224869.0,,,77250.0,,,9342.0,11803.0,,0.463
2021-02-11,Indian Health Svc,325336.0,679350.0,236970.0,,,83614.0,,,18619.0,12392.0,,0.479
2021-02-12,Indian Health Svc,346969.0,679950.0,251445.0,,,90005.0,,,21633.0,14664.0,,0.51
2021-02-13,Indian Health Svc,362802.0,691650.0,261997.0,,,95032.0,,,15833.0,12391.0,,0.525
2021-02-14,Indian Health Svc,378614.0,695550.0,273379.0,,,99411.0,,,15812.0,13796.0,,0.544
2021-02-15,Indian Health Svc,,,,,,,,,3335.0,12944.0,,
2021-02-16,Indian Health Svc,385284.0,697025.0,278647.0,,,100756.0,,,3335.0,12558.0,,0.553
